iter	Logloss
206	0.1141459447
207	0.1141007751
208	0.1140014019
209	0.1138948301
210	0.1138195774
211	0.1136969153
212	0.1135262446
213	0.1135174204
214	0.1133927732
215	0.1132206119
216	0.1130970808
217	0.1130058727
218	0.1129861269
219	0.1129000574
220	0.1127698072
221	0.1126674227
222	0.1125233893
223	0.112380959
224	0.1122703271
225	0.1121758829
226	0.1121152598
227	0.1119851893
228	0.1118628193
229	0.1117391385
230	0.1116813019
231	0.1115696813
232	0.1114922413
233	0.1114182994
234	0.1112931579
235	0.1112220176
236	0.1111502182
237	0.1110681862
238	0.1109462732
239	0.1108337013
240	0.1106322583
241	0.1105634776
242	0.1103330976
243	0.1102838455
244	0.1101496326
245	0.1100470159
246	0.1099707744
247	0.1098240968
248	0.1097184688
249	0.1095923085
250	0.1094908005
251	0.1094154879
252	0.1093192983
253	0.1092096627
254	0.10906718
255	0.1089591175
256	0.1088464257
257	0.1087450674
258	0.1086543986
259	0.1085388378
260	0.1084592629
261	0.1083796805
262	0.1082856109
263	0.1082061633
264	0.1080928123
265	0.1080256496
266	0.1079317073
267	0.107788056
268	0.1076766226
269	0.1076710794
270	0.1076049355
271	0.1074595089
272	0.1073197003
273	0.1072066489
274	0.1070877098
275	0.1069117955
276	0.106825726
277	0.1067377239
278	0.1066091066
279	0.1065327003
280	0.1063530332
281	0.1062890916
282	0.1061823924
283	0.1061070648
284	0.1060231751
285	0.1059640427
286	0.1058234401
287	0.1057320596
288	0.1056228361
289	0.105458997
290	0.1053634816
291	0.1052078599
292	0.1051214009
293	0.105033309
294	0.1048821443
295	0.1047223877
296	0.1045968042
297	0.1044911388
298	0.1043696752
299	0.1042617026
300	0.1041894912
301	0.1040827845
302	0.1040186632
303	0.1039711789
304	0.1039281142
305	0.103821033
306	0.1037466717
307	0.1036079867
308	0.103498501
309	0.1034053902
310	0.1032938669
311	0.1031968534
312	0.1030878246
313	0.1030353514
314	0.1029339483
315	0.1028565382
316	0.1027159955
317	0.1026511101
318	0.1025835729
319	0.1025298563
320	0.1024403635
321	0.1023922201
322	0.1022490182
323	0.1021253448
324	0.1020715233
325	0.1019787571
326	0.1018847848
327	0.1018103561
328	0.1017188708
329	0.1016029804
330	0.1015181769
331	0.1014792171
332	0.1013862561
333	0.1012347319
334	0.1011341378
335	0.1010358508
336	0.1009116531
337	0.1008086993
338	0.1007616495
339	0.1006528529
340	0.1005067671
341	0.1003799101
342	0.1003061556
343	0.1002060783
344	0.1001519647
345	0.1000372054
346	0.09997942873
347	0.09993384712
348	0.09983293836
349	0.09967578856
350	0.09960525505
351	0.0994650345
352	0.09938048567
353	0.09933716629
354	0.0992569172
355	0.09914552879
356	0.09908170705
357	0.09895771909
358	0.09877996955
359	0.09868063386
360	0.09854478045
361	0.09847311583
362	0.09841658265
363	0.09834565962
364	0.09826645175
365	0.09821137928
366	0.09811330954
367	0.09805691868
368	0.09796211494
369	0.09789236047
370	0.09780966188
371	0.09770186906
372	0.09764312609
373	0.09752123556
374	0.09744686675
375	0.09741299329
376	0.09736148645
377	0.09713442488
378	0.09704142642
379	0.09697521511
380	0.09689953541
381	0.09677948013
382	0.09665697535
383	0.09654829861
384	0.09649808768
385	0.09646509065
386	0.09639031734
387	0.09626659905
388	0.09619587078
389	0.09612581668
390	0.09599056253
391	0.09589371379
392	0.09576525382
393	0.09562101069
394	0.09551377219
395	0.09548259542
396	0.09539932753
397	0.09529671835
398	0.09517875301
399	0.09508458598
400	0.09499655393
401	0.09490831962
402	0.09479505851
403	0.09472886967
404	0.09465426865
405	0.09456693324
406	0.09448529086
407	0.09440889204
408	0.09434973708
409	0.09426487364
410	0.09418275933
411	0.09407653958
412	0.09396988537
413	0.09389795857
414	0.09380751447
415	0.09372551253
416	0.09368658276
417	0.09358406348
418	0.09345230005
419	0.09333896403
420	0.093272116
421	0.09319713295
422	0.09303697933
423	0.09301578033
424	0.09292657222
425	0.09287621897
426	0.09281658459
427	0.09267830416
428	0.09257570247
429	0.09248363287
430	0.09240103166
431	0.09227694632
432	0.09225359745
433	0.09217856196
434	0.09212620117
435	0.0919994416
436	0.09192865341
437	0.09185277146
438	0.09180675538
439	0.09175655195
440	0.09168617574
441	0.09161526769
442	0.09156572345
443	0.09150131742
444	0.09146528661
445	0.0913912474
446	0.09130187449
447	0.09121035921
448	0.09117435086
449	0.09111850684
450	0.09101155299
451	0.09092700417
452	0.09080595261
453	0.09074519461
454	0.09071058705
455	0.09069494623
456	0.09067995711
457	0.09054246321
458	0.09048984773
459	0.09043068528
460	0.09029980577
461	0.09022559427
462	0.09020499453
463	0.09016218452
464	0.0900876659
465	0.09000821832
466	0.08998331886
467	0.08986820002
468	0.08979580879
469	0.08970900523
470	0.08967292947
471	0.08963149777
472	0.08955565328
473	0.08946445261
474	0.08939842108
475	0.08931936302
476	0.08921784002
477	0.08915471492
478	0.08905550658
479	0.08899169233
480	0.0889605605
481	0.08884162884
482	0.08879197223
483	0.08872628528
484	0.08867675601
485	0.08861557104
486	0.08856702307
487	0.08844839854
488	0.08833575167
489	0.08822676032
490	0.08818041465
491	0.08808256963
492	0.08806862922
493	0.08797285916
494	0.08793257356
495	0.08791971183
496	0.08785157538
497	0.08780820357
498	0.08772331766
499	0.08768064249
500	0.08766411775
501	0.08761108279
502	0.08755959842
503	0.08746809812
504	0.08744315371
505	0.08734706154
506	0.08729422133
507	0.08719741005
508	0.08713756593
509	0.08704578098
510	0.08698444619
511	0.08690836199
512	0.08686528232
513	0.08679420947
514	0.08672017775
515	0.08668234165
516	0.08663639299
517	0.08657231656
518	0.08651991082
519	0.08642853038
520	0.08637701605
521	0.08629106644
522	0.08621561896
523	0.08614507796
524	0.08606641692
525	0.08596604
526	0.08589722938
527	0.08580585643
528	0.08577679207
529	0.08572868606
530	0.08562234645
531	0.08553840439
532	0.08546412547
533	0.08537473758
534	0.08531911079
535	0.08524900426
536	0.08516444046
537	0.08508638617
538	0.08504254992
539	0.08502726117
540	0.08497587418
541	0.08496023336
542	0.08494542402
543	0.08490165519
544	0.08487483808
545	0.08484918953
546	0.08478223663
547	0.08472033254
548	0.08463823321
549	0.08461482442
550	0.08452465748
551	0.08446051364
552	0.08442430304
553	0.08435936517
554	0.08427654673
555	0.08417511361
556	0.08406660916
557	0.08402164929
558	0.08392914522
559	0.0838391356
560	0.08378658753
561	0.08376445967
562	0.08369922966
563	0.08362695828
564	0.08358878509
565	0.0835022512
566	0.08342908841
567	0.08330967734
568	0.08325568355
569	0.08323115113
570	0.08318347959
571	0.08310643656
572	0.08305938676
573	0.08294929426
574	0.08289169738
575	0.08281995036
576	0.08279882627
577	0.08269397734
578	0.08259487386
579	0.08252063989
580	0.08242704216
581	0.08237999236
582	0.08236574483
583	0.08234551963
584	0.08228213236
585	0.08217389009
586	0.08206970784
587	0.08201041804
588	0.08195424443
589	0.0819143858
590	0.08184445905
591	0.08180483264
592	0.08175043435
593	0.08170566175
594	0.08166791554
595	0.0815315078
596	0.0814666748
597	0.08144779795
598	0.0813443573
599	0.08130670097
600	0.0812636213
601	0.08118136466
602	0.0811049209
603	0.08106355662
604	0.08100294095
605	0.0808951781
606	0.08081784293
607	0.08074077743
608	0.08066336735
609	0.08057774734
610	0.0804508904
611	0.08043217085
612	0.08037519572
613	0.08033071526
614	0.08027012956
615	0.08020540892
616	0.08011589369
617	0.08001472275
618	0.07994679604
619	0.07986877172
620	0.07980505485
621	0.07977497174
622	0.0797330082
623	0.07966433241
624	0.07965803263
625	0.0795994245
626	0.07953547542
627	0.0794874593
628	0.07940245354
629	0.07933885652
630	0.07931046633
631	0.0792365245
632	0.07916209577
633	0.07909527771
634	0.07906046789
635	0.07903191291
636	0.07895111698
637	0.07883638767
638	0.07876815384
639	0.0786788858
640	0.0786306075
641	0.07857426909
642	0.07848121819
643	0.07846028886
644	0.07837272123
645	0.07833658555
646	0.07824558713
647	0.07823459811
648	0.07816547287
649	0.0780992316
650	0.07802925241
651	0.07795650162
652	0.07791805127
653	0.0779055491
654	0.07784184721
655	0.07777059459
656	0.07773353753
657	0.07770084012
658	0.0776424717
659	0.0775543123
660	0.07746796568
661	0.07741043623
662	0.07730751993
663	0.07724530871
664	0.07723115856
665	0.07717602617
666	0.07712551561
667	0.07710243641
668	0.07703779817
669	0.07702596268
670	0.0769616915
671	0.07693757856
672	0.07687469318
673	0.0767875001
674	0.07673630038
675	0.07665778915
676	0.07659613226
677	0.07657759249
678	0.0765106321
679	0.07641282454
680	0.0763552801
681	0.07625884336
682	0.07617050418
683	0.07611755161
684	0.07605005188
685	0.07600054509
686	0.07591249806
687	0.07589111178
688	0.07585846681
689	0.07580668281
690	0.07575248677
691	0.07567749623
692	0.07562759242
693	0.07556192045
694	0.07548525946
695	0.0754062014
696	0.07538077758
697	0.07536038009
698	0.07530268583
699	0.07524825758
700	0.07522520085
701	0.07517153665
702	0.075110906
703	0.07502999772
704	0.07494249002
705	0.07489064609
706	0.0748021571
707	0.07474508459
708	0.0746541461
709	0.07461654221
710	0.07453638301
711	0.07449042686
712	0.07439216235
713	0.0743226476
714	0.07428858686
715	0.07426755266
716	0.0742015436
717	0.07418104124
718	0.07410616306
719	0.0740569559
720	0.07397159807
721	0.07388412783
722	0.07383851626
723	0.07375487382
724	0.07369355402
725	0.07364733569
726	0.07359707233
727	0.07353644916
728	0.07347052251
729	0.07341426649
730	0.07335226502
731	0.07327728946
732	0.07322641184
733	0.07319851605
734	0.07316891984
735	0.0731117874
736	0.07308189905
737	0.07300759017
738	0.0729605104
739	0.07290892116
740	0.07287639605
741	0.07284076973
742	0.0727978249
743	0.07270287882
744	0.07257018653
745	0.07250985551
746	0.07241996574
747	0.07237197209
748	0.07228423967
749	0.07224324245
750	0.0722111518
751	0.07218014732
752	0.07217287374
753	0.0721433
754	0.07209092423
755	0.07203693793
756	0.07196665161
757	0.07190943677
758	0.0718418097
759	0.0717619726
760	0.07167448738
761	0.07161109261
762	0.07152465611
763	0.07148049775
764	0.07143529818
765	0.07139021097
766	0.07136924418
767	0.07133397742
768	0.07129708516
769	0.07119706781
770	0.07117526205
771	0.07112252671
772	0.07105494458
773	0.07102620982
774	0.07097401383
775	0.07094699446
776	0.07090392227
777	0.07083766602
778	0.07079699839
779	0.07076385153
780	0.0707298732
781	0.07070392502
782	0.07064933196
783	0.0706154585
784	0.07055876802
785	0.07049607739
786	0.07043297477
787	0.07037522808
788	0.07030959356
789	0.07024885804
790	0.07021996597
791	0.07017327572
792	0.07016412944
793	0.07012340188
794	0.07005340771
795	0.06999578836
796	0.06993485808
797	0.06988038488
798	0.06987389783
799	0.06983269835
800	0.06977079426
801	0.06976504132
802	0.06974481612
803	0.06968914438
804	0.06963803456
805	0.06961979442
806	0.06955795775
807	0.06951355969
808	0.06946084683
809	0.0694036245
810	0.06935003521
811	0.06930145728
812	0.06925298422
813	0.06919406147
814	0.06914033735
815	0.06910283834
816	0.06907414852
817	0.06906587866
818	0.06903342096
819	0.06895651277
820	0.06892502887
821	0.0688946686
822	0.06882807526
823	0.06874672502
824	0.06871988543
825	0.06866088777
826	0.06858391965
827	0.06853636796
828	0.06847292077
829	0.06843300222
830	0.068402597
831	0.06839017723
832	0.06834022848
833	0.06827454153
834	0.06825561224
835	0.06815698817
836	0.06811906218
837	0.06804554733
838	0.06800102942
839	0.06797199502
840	0.06793974706
841	0.06791115463
842	0.06785266635
843	0.06779148886
844	0.06772798923
845	0.06763155998
846	0.06759075751
847	0.06752513797
848	0.06748534677
849	0.0674554734
850	0.06740806404
851	0.06737234034
852	0.06734543334
853	0.0672862559
854	0.0672457306
855	0.06715519661
856	0.06708571182
857	0.06703849721
858	0.06693174562
859	0.06689400689
860	0.06684619302
861	0.06678584702
862	0.06673475218
863	0.06669109571
864	0.06664766397
865	0.06655966188
866	0.06652920423
867	0.06647198939
868	0.06638743307
869	0.06632243528
870	0.06626838905
871	0.06626344511
872	0.06622762404
873	0.06614009387
874	0.06610839274
875	0.06608586037
876	0.06604894564
877	0.06603647343
878	0.06598940116
879	0.06594734772
880	0.06589046248
881	0.06581029578
882	0.06571101253
883	0.06567590308
884	0.06565395499
885	0.06561026107
886	0.0655775412
887	0.06549714978
888	0.06545126105
889	0.06539670544
890	0.06535393289
891	0.06532018677
892	0.0653025534
893	0.06524505391
894	0.06519055823
895	0.06517159898
896	0.06507858554
897	0.06502575282
898	0.06496808853
899	0.06491300857
900	0.06486786143
901	0.06479518555
902	0.06473728156
903	0.0647122922
904	0.06467441864
905	0.06463940657
906	0.06461846975
907	0.06459631941
908	0.06451847487
909	0.06448610706
910	0.06442631538
911	0.06437896594
912	0.06433214086
913	0.0642375918
914	0.06419290909
915	0.06415266094
916	0.06413906511
917	0.06410304928
918	0.06407346056
919	0.06400993845
920	0.06398367566
921	0.06394709052
922	0.06389726162
923	0.06381457801
924	0.0637722624
925	0.06371830606
926	0.0636850019
927	0.06361031848
928	0.06357744879
929	0.06353514816
930	0.0634944206
931	0.06344168527
932	0.06337141394
933	0.06333489622
934	0.06331464105
935	0.06328827339
936	0.06322884127
937	0.06319449588
938	0.06311457638
939	0.06306031292
940	0.06301732314
941	0.0629412689
942	0.06291896125
943	0.06285819577
944	0.06279211555
945	0.06272338358
946	0.06267318763
947	0.06262755733
948	0.06260606619
949	0.06259037668
950	0.06255832348
951	0.06253397084
952	0.06250287647
953	0.06245483039
954	0.06241514031
955	0.06236803432
956	0.06233172634
957	0.06228618219
958	0.06224837231
959	0.06220798558
960	0.06214398781
961	0.06211954153
962	0.0620858441
963	0.06207851809
964	0.06198903656
965	0.06194377706
966	0.06189993333
967	0.0618705993
968	0.06182536227
969	0.0617669077
970	0.06171089513
971	0.06167058706
972	0.06165471777
973	0.06161070923
974	0.06154824333
975	0.06145587035
976	0.06142522543
977	0.06138937439
978	0.06136023887
979	0.06130263451
980	0.06128037555
981	0.0612162392
982	0.06117587495
983	0.06114515137
984	0.06112240177
985	0.06108356938
986	0.06105714179
987	0.0610220698
988	0.0610011105
989	0.06096334556
990	0.06092530346
991	0.06087561688
992	0.06081524841
993	0.06078146858
994	0.06074749399
995	0.06071415612
996	0.06064258514
997	0.06058230655
998	0.06051856347
999	0.06047145373
